code,name,muni_code,dc_code,prov_code,population,area_km2
PD210001,St Francis Bay,EC108,DC10,EC,9626,117.68
PD210002,Jeffreys Bay,EC108,DC10,EC,36704,260.57
PD210003,Humansdorp,EC108,DC10,EC,30198,1339.42
PD210004,Storms River,EC109,DC10,EC,13147,694.58
PD210005,Kareedouw,EC109,DC10,EC,10273,1233.49
PD210006,Thornhill,EC108,DC10,EC,6062,368.27
PD210007,Hankey,EC108,DC10,EC,20844,381.38
PD210008,Joubertina,EC109,DC10,EC,12895,1251.95
PD210009,Patensie,EC108,DC10,EC,3787,965.86
PD210010,Kariega,EC106,DC10,EC,37147,1547.87
PD210011,Alexandria,EC106,DC10,EC,18853,907.34
PD210012,Kinkelbos,EC106,DC10,EC,2705,421.39
PD210013,Kenton On Sea,EC105,DC10,EC,17544,247.95
PD210014,Baviaanskloof,EC101,DC10,EC,420,1420.65
PD210015,Port Alfred,EC105,DC10,EC,16022,366.60
PD210016,Addo,EC106,DC10,EC,25004,506.93
PD210017,Nemato,EC105,DC10,EC,24184,60.63
PD210018,Seven Fountains,EC104,DC10,EC,671,635.60
PD210019,Bathurst,EC105,DC10,EC,10702,458.88
PD210020,Paterson,EC106,DC10,EC,9132,1031.49
PD210021,Wolwefontein,EC106,DC10,EC,337,1550.20
PD210022,Seafield,EC105,DC10,EC,1351,402.60
PD210023,Nqweba,EC106,DC10,EC,17755,1301.76
PD210024,Steytlerville,EC101,DC10,EC,6831,3276.12
PD210025,Makhanda,EC104,DC10,EC,41445,903.23
PD210026,Alicedale,EC104,DC10,EC,4818,437.58
PD210027,Joza,EC104,DC10,EC,49429,125.16
PD210028,Willowmore,EC101,DC10,EC,13159,4339.34
PD210029,Committees,EC104,DC10,EC,98,366.10
PD210030,Riebeeck East,EC104,DC10,EC,679,782.97
PD210031,Fort Brown,EC104,DC10,EC,675,1264.97
PD210032,Jansenville,EC101,DC10,EC,9594,3315.08
PD210033,Klipplaat,EC101,DC10,EC,4471,1234.80
PD210034,Rietbron,EC101,DC10,EC,2032,2014.86
PD210035,Cookhouse,EC102,DC10,EC,10609,2080.54
PD210036,KwaNojoli,EC102,DC10,EC,29987,3873.22
PD210037,Bedford,EC102,DC10,EC,14954,2124.24
PD210038,Pearston,EC102,DC10,EC,8565,2563.32
PD210039,Aberdeen,EC101,DC10,EC,12870,6799.98
PD210040,Graaff-Reinet,EC101,DC10,EC,51730,6855.16
PD212001,Moyeni,EC126,DC12,EC,7744,240.20
PD212002,Hamburg,EC126,DC12,EC,2089,57.08
PD212003,Bell,EC126,DC12,EC,7461,395.38
PD212004,Peddie,EC126,DC12,EC,26763,754.00
PD212005,Tyefu,EC126,DC12,EC,5521,352.86
PD212006,Chungwa,EC129,DC12,EC,17936,436.91
PD212007,Alice,EC129,DC12,EC,46151,844.79
PD212008,KwaMaqoma,EC129,DC12,EC,40295,724.42
PD212009,Middledrift,EC129,DC12,EC,20314,274.64
PD212010,Bluewater,EC123,DC12,EC,9030,244.27
PD212011,Khwenxurha,EC123,DC12,EC,12754,208.42
PD212012,Healdtown,EC129,DC12,EC,5855,85.32
PD212013,Steve Vukile Tshwete,EC124,DC12,EC,19722,174.82
PD212014,Kei Road,EC124,DC12,EC,3237,408.87
PD212015,Keiskammahoek,EC124,DC12,EC,31669,558.77
PD212016,Adelaide,EC129,DC12,EC,20015,1176.14
PD212017,Kei Mouth,EC123,DC12,EC,5314,326.20
PD212018,Qumrha,EC123,DC12,EC,11899,931.94
PD212019,Balfour EC,EC129,DC12,EC,5509,423.43
PD212020,Stutterheim,EC124,DC12,EC,38137,519.45
PD212021,Seymour,EC129,DC12,EC,6377,340.69
PD212022,Khubusidrift,EC124,DC12,EC,84,253.70
PD212023,Hogsback,EC129,DC12,EC,1495,425.45
PD212024,Kei Bridge,EC122,DC12,EC,4995,142.15
PD212025,Centane,EC122,DC12,EC,75676,1134.46
PD212026,Doringkloof,EC129,DC12,EC,365,769.04
PD212027,Thomas River,EC124,DC12,EC,353,440.76
PD212028,Kolomane,EC129,DC12,EC,747,81.81
PD212029,Bholo,EC124,DC12,EC,4572,820.18
PD212030,Butterworth,EC122,DC12,EC,45115,403.01
PD212031,Cathcart,EC124,DC12,EC,10549,1083.26
PD212032,Msobomvu,EC122,DC12,EC,39911,138.59
PD212033,Willowvale,EC121,DC12,EC,71927,1425.93
PD212034,Ngqamakhwe,EC122,DC12,EC,61942,1239.51
PD212035,Elliotdale,EC121,DC12,EC,45532,529.47
PD212036,Dutywa,EC121,DC12,EC,98643,1219.91
PD212037,Kwaaiman,EC121,DC12,EC,48975,457.77
PD213001,Henderson,EC139,DC13,EC,521,444.61
PD213002,Whittlesea,EC139,DC13,EC,49500,506.96
PD213003,Nxuba,EC131,DC13,EC,49528,5938.21
PD213004,Kleinbulhoek,EC139,DC13,EC,8764,486.35
PD213005,Tylden,EC139,DC13,EC,773,682.66
PD213006,Tsomo,EC135,DC13,EC,44225,1027.41
PD213007,Ntabethemba,EC139,DC13,EC,12472,306.88
PD213008,Bridge Camp,EC139,DC13,EC,10540,601.07
PD213009,Tarkastad,EC139,DC13,EC,10882,3069.96
PD213010,Thornhill Ciskei,EC139,DC13,EC,8294,78.52
PD213011,Ilinge,EC139,DC13,EC,20600,132.13
PD213012,Komani,EC139,DC13,EC,38842,1236.34
PD213013,Mlungisi,EC139,DC13,EC,67933,14.34
PD213014,Bholothwa,EC136,DC13,EC,15058,496.98
PD213015,Ezibeleni,EC139,DC13,EC,39949,32.17
PD213016,Cofimvaba,EC135,DC13,EC,69740,1499.64
PD213017,Ngcobo,EC137,DC13,EC,99153,1703.63
PD213018,Glen Grey,EC136,DC13,EC,36222,793.35
PD213019,Cacadu,EC136,DC13,EC,58390,1253.62
PD213020,Hofmeyr,EC139,DC13,EC,7121,2320.10
PD213021,Sterkstroom,EC139,DC13,EC,10109,1676.25
PD213022,Dalasile,EC137,DC13,EC,31377,537.11
PD213023,Cala,EC138,DC13,EC,44647,927.12
PD213024,Middelburg EC,EC131,DC13,EC,28049,5649.88
PD213025,Indwe,EC136,DC13,EC,10282,529.31
PD213026,Molteno,EC139,DC13,EC,16672,1927.98
PD213027,Ida,EC136,DC13,EC,430,367.77
PD213028,Khowa,EC138,DC13,EC,21428,1684.30
PD214001,Dordrecht,EC145,DC14,EC,14681,1344.53
PD214002,Steynsburg,EC145,DC14,EC,13349,2734.97
PD214003,Ugie,EC141,DC14,EC,19392,979.59
PD214004,Rossouw,EC142,DC14,EC,723,600.23
PD214005,James Calata,EC145,DC14,EC,7632,1006.05
PD214006,Nqanqarhu,EC141,DC14,EC,15380,878.41
PD214007,Floukraal,EC145,DC14,EC,335,784.98
PD214008,Barkly East,EC142,DC14,EC,13019,2647.02
PD214009,Burgersdorp,EC145,DC14,EC,25762,3982.33
PD214010,Ngqayi,EC141,DC14,EC,17634,501.27
PD214011,Rhodes,EC142,DC14,EC,1399,1019.57
PD214012,Venterstad,EC145,DC14,EC,10502,1995.20
PD214013,Elands Height,EC141,DC14,EC,208,415.33
PD214014,Aliwal North,EC145,DC14,EC,22386,1193.67
PD214015,Lady Grey,EC142,DC14,EC,11066,1396.83
PD214016,Mbizeni,EC141,DC14,EC,475,180.63
PD214017,Maletswai,EC145,DC14,EC,23352,4.76
PD214018,Tlokoeng,EC141,DC14,EC,58979,976.45
PD214019,Zamuxolo,EC141,DC14,EC,9049,349.80
PD214020,Phumalanga,EC142,DC14,EC,14149,525.49
PD214021,Sterkspruit,EC142,DC14,EC,69039,781.66
PD214022,Tabase,EC141,DC14,EC,4639,321.85
PD214023,Palmietfontein,EC142,DC14,EC,38030,415.11
PD215001,Coffee Bay,EC157,DC15,EC,17437,130.93
PD215002,Mqanduli,EC157,DC15,EC,82910,844.66
PD215003,Bhityi,EC157,DC15,EC,77558,886.84
PD215004,Ngqeleni,EC155,DC15,EC,178615,1399.82
PD215005,Ngangelizwe,EC157,DC15,EC,58625,67.33
PD215006,Port St Johns,EC154,DC15,EC,79773,635.69
PD215007,Mthatha,EC157,DC15,EC,199451,867.94
PD215008,Madeira,EC157,DC15,EC,26728,17.31
PD215009,Libode,EC155,DC15,EC,123518,1077.62
PD215010,Lusikisiki,EC153,DC15,EC,258408,1598.29
PD215011,Tsolo,EC156,DC15,EC,102439,2102.66
PD215012,Hlababomvu,EC153,DC15,EC,37855,355.70
PD215013,Thina Falls,EC156,DC15,EC,23766,327.08
PD215014,Mtontsasa,EC153,DC15,EC,44443,523.39
PD215015,Qumbu,EC156,DC15,EC,45076,488.15
PD215016,Flagstaff,EC153,DC15,EC,135461,786.58
PD215017,Sulenkama,EC156,DC15,EC,20184,564.67
PD244001,Mpisi,EC443,DC44,EC,28388,384.92
PD244002,Ntabankulu,EC444,DC44,EC,136446,1396.66
PD244003,Kwandengane,EC443,DC44,EC,35121,305.03
PD244004,Mzamba,EC443,DC44,EC,83425,523.52
PD244005,Qhasa,EC443,DC44,EC,33873,267.75
PD244006,Mbizana,EC443,DC44,EC,151462,777.83
PD244007,KwaBhaca,EC442,DC44,EC,123252,1655.56
PD244008,MaXesibeni,EC442,DC44,EC,115035,1063.49
PD244009,Lukholweni,EC441,DC44,EC,18552,429.52
PD244010,Cedarville,EC441,DC44,EC,8848,686.24
PD244011,Pholile,EC441,DC44,EC,28788,452.54
PD244012,Matatiele,EC441,DC44,EC,14746,612.71
PD244013,Avondale,EC441,DC44,EC,33434,878.03
PD244014,Maloti,EC441,DC44,EC,90436,613.16
PD244015,Afsondering,EC441,DC44,EC,23581,507.44
PD260001,Chalumna,BUF,BUF,EC,11409,226.42
PD260002,Kidds Beach,BUF,BUF,EC,16544,263.61
PD260003,Punzana,BUF,BUF,EC,17908,351.52
PD260004,East London,BUF,BUF,EC,76797,219.73
PD260005,Buffalo Flats,BUF,BUF,EC,58511,9.41
PD260006,Duncan Village,BUF,BUF,EC,67639,7.38
PD260007,Tamara,BUF,BUF,EC,20025,354.12
PD260008,Scenery Park,BUF,BUF,EC,66926,36.78
PD260009,Inyibiba,BUF,BUF,EC,51809,23.08
PD260010,Mdantsane,BUF,BUF,EC,92458,28.73
PD260011,Cambridge,BUF,BUF,EC,68957,102.39
PD260012,Ndevana,BUF,BUF,EC,32235,44.25
PD260013,Zwelitsha,BUF,BUF,EC,49118,70.85
PD260014,Vulindlela,BUF,BUF,EC,92701,132.67
PD260015,Beacon Bay,BUF,BUF,EC,46091,81.73
PD260016,Ntabozuko,BUF,BUF,EC,14998,226.32
PD260017,Gonubie,BUF,BUF,EC,43555,202.62
PD260018,Qonce,BUF,BUF,EC,46776,73.64
PD260019,Dimbaza,BUF,BUF,EC,58242,193.35
PD260020,Bhisho,BUF,BUF,EC,19640,52.31
PD260021,Macleantown,BUF,BUF,EC,12077,194.74
PD260022,Zele,BUF,BUF,EC,32529,268.44
PD299001,Humewood,NMA,NMA,EC,24204,57.01
PD299002,Walmer,NMA,NMA,EC,65149,101.99
PD299003,Mount Road,NMA,NMA,EC,41485,29.73
PD299004,Kabega Park,NMA,NMA,EC,78118,491.55
PD299005,Gelvandale,NMA,NMA,EC,36658,19.68
PD299006,Algoapark,NMA,NMA,EC,48615,16.15
PD299007,New Brighton,NMA,NMA,EC,94783,10.89
PD299008,Bethelsdorp,NMA,NMA,EC,93238,36.45
PD299009,Kwazakele,NMA,NMA,EC,107496,15.51
PD299010,Chatty,NMA,NMA,EC,46283,26.42
PD299011,Kwadwesi,NMA,NMA,EC,69970,26.19
PD299012,Kwanobuhle,NMA,NMA,EC,108659,24.36
PD299013,Despatch,NMA,NMA,EC,30930,38.16
PD299014,Ikamvelihle,NMA,NMA,EC,55471,6.23
PD299015,Motherwell,NMA,NMA,EC,132414,38.56
PD299016,Kamesh,NMA,NMA,EC,68326,19.46
PD299017,Swartkops,NMA,NMA,EC,49167,426.23
PD416001,Goedemoed,FS163,DC16,FS,2027,827.35
PD416002,Gariepdam,FS162,DC16,FS,2097,615.10
PD416003,Bethulie,FS162,DC16,FS,8071,1984.36
PD416004,Rouxville,FS163,DC16,FS,9801,1943.46
PD416005,Springfontein,FS162,DC16,FS,4299,1211.96
PD416006,Zastron,FS163,DC16,FS,17255,1943.58
PD416007,Philippolis,FS162,DC16,FS,3774,2592.14
PD416008,Smithfield,FS163,DC16,FS,7579,2857.53
PD416009,Trompsburg,FS162,DC16,FS,6779,1838.00
PD416010,Luckhoff,FS161,DC16,FS,5317,1609.42
PD416011,Jagersfontein,FS162,DC16,FS,6650,1205.44
PD416012,Edenburg,FS162,DC16,FS,8031,2009.69
PD416013,Fauresmith,FS162,DC16,FS,4167,2026.29
PD416014,Reddersburg,FS162,DC16,FS,7874,1468.05
PD416015,Wanda,FS161,DC16,FS,488,1190.30
PD416016,Steunmekaar,FS162,DC16,FS,74,961.80
PD416017,Koffiefontein,FS161,DC16,FS,14374,1992.84
PD416018,Tierpoort,FS162,DC16,FS,315,1632.69
PD416019,Jacobsdal,FS161,DC16,FS,10572,2018.67
PD416020,Petrusburg,FS161,DC16,FS,12290,2629.24
PD418001,Glen,FS181,DC18,FS,1250,819.19
PD418002,Verkeerdevlei,FS181,DC18,FS,3123,1131.43
PD418003,Dealesville,FS182,DC18,FS,7386,2058.62
PD418004,Brandfort,FS181,DC18,FS,19227,1766.91
PD418005,Boshof,FS182,DC18,FS,10354,4872.27
PD418006,Winburg,FS181,DC18,FS,15230,2127.06
PD418007,Theunissen,FS184,DC18,FS,26755,1879.40
PD418008,Bultfontein,FS183,DC18,FS,32982,3216.87
PD418009,Virginia,FS184,DC18,FS,25404,551.32
PD418010,Meloding,FS184,DC18,FS,51029,11.29
PD418011,Ventersburg,FS184,DC18,FS,14769,1268.87
PD418012,Hertzogville,FS182,DC18,FS,12390,3181.57
PD418013,Bronville,FS184,DC18,FS,37569,34.45
PD418014,Welkom,FS184,DC18,FS,61336,521.93
PD418015,Thabong,FS184,DC18,FS,125633,36.61
PD418016,Hennenman,FS184,DC18,FS,29253,938.09
PD418017,Hoopstad,FS183,DC18,FS,23256,2479.43
PD418018,Odendaalsrus,FS184,DC18,FS,71588,816.75
PD418019,Wesselsbron,FS185,DC18,FS,31852,1842.01
PD418020,Allanridge,FS184,DC18,FS,21147,264.90
PD418021,Bothaville,FS185,DC18,FS,58751,2373.56
PD419001,Hobhouse,FS196,DC19,FS,5390,656.19
PD419002,Kommissiepoort,FS196,DC19,FS,814,481.04
PD419003,Tweespruit,FS196,DC19,FS,8991,559.88
PD419004,Ladybrand,FS196,DC19,FS,33220,1087.31
PD419005,Excelsior,FS196,DC19,FS,7304,1186.18
PD419006,Clocolan,FS191,DC19,FS,23053,1051.86
PD419007,Ficksburg,FS191,DC19,FS,51667,970.20
PD419008,Tseseng,FS194,DC19,FS,34132,212.49
PD419009,Marquard,FS191,DC19,FS,19866,1426.99
PD419010,Namahadi,FS194,DC19,FS,68537,128.41
PD419011,Tseki,FS194,DC19,FS,79211,164.31
PD419012,Fouriesburg,FS192,DC19,FS,18220,1089.88
PD419013,Rosendal,FS192,DC19,FS,4152,706.44
PD419014,Makwane,FS194,DC19,FS,51282,178.31
PD419015,Clarens,FS192,DC19,FS,9753,630.46
PD419016,Phuthaditjhaba,FS194,DC19,FS,95038,739.76
PD419017,Senekal,FS191,DC19,FS,33163,2046.36
PD419018,Paul Roux,FS192,DC19,FS,7637,935.75
PD419019,Harrismith,FS194,DC19,FS,59514,2372.32
PD419020,Bethlehem,FS192,DC19,FS,25751,1242.82
PD419021,Kestell,FS192,DC19,FS,11592,1057.41
PD419022,Bohlokong,FS192,DC19,FS,66138,847.09
PD419023,Arlington,FS193,DC19,FS,5125,772.51
PD419024,Verkykerskop,FS195,DC19,FS,1479,1970.59
PD419025,Warden,FS195,DC19,FS,15714,1344.55
PD419026,Lindley,FS193,DC19,FS,13095,1107.80
PD419027,Reitz,FS193,DC19,FS,30866,2090.76
PD419028,Memel,FS195,DC19,FS,10340,1709.30
PD419029,Petrus Steyn,FS193,DC19,FS,16329,1141.69
PD419030,Tweeling,FS193,DC19,FS,7428,888.47
PD419031,Roadside,FS195,DC19,FS,385,855.30
PD419032,Vrede,FS195,DC19,FS,23477,2238.91
PD420001,Steynsrus,FS201,DC20,FS,11421,1213.13
PD420002,Maokeng,FS201,DC20,FS,80643,46.80
PD420003,Kroonstad,FS201,DC20,FS,26951,2376.01
PD420004,Edenville,FS203,DC20,FS,8274,1124.68
PD420005,Heuningspruit,FS203,DC20,FS,298,765.38
PD420006,Mafube,FS205,DC20,FS,30370,1730.67
PD420007,Heilbron,FS203,DC20,FS,29748,2471.40
PD420008,Koppies,FS203,DC20,FS,16540,1110.47
PD420009,Viljoenskroon,FS201,DC20,FS,31962,1374.99
PD420010,Cornelia,FS205,DC20,FS,5226,1216.62
PD420011,Vierfontein,FS201,DC20,FS,3769,1072.95
PD420012,Vredefort,FS201,DC20,FS,19125,1391.00
PD420013,Villiers,FS205,DC20,FS,18663,733.90
PD420014,Oranjeville,FS204,DC20,FS,6787,749.87
PD420015,Zamdela,FS204,DC20,FS,97928,381.04
PD420016,Parys,FS203,DC20,FS,15227,890.14
PD420017,Tumahole,FS203,DC20,FS,45953,11.02
PD420018,Deneysville,FS204,DC20,FS,25655,265.52
PD420019,Sasolburg,FS204,DC20,FS,27203,272.96
PD420020,Viljoensdrif,FS204,DC20,FS,885,196.41
PD499001,Van Stadensrus,MAN,MAN,FS,2308,606.08
PD499002,Wepener,MAN,MAN,FS,11634,1070.50
PD499003,Dewetsdorp,MAN,MAN,FS,12796,2433.23
PD499004,Thaba-Nchu,MAN,MAN,FS,19366,578.13
PD499005,Kagisanong,MAN,MAN,FS,93963,110.10
PD499006,Bloemspruit,MAN,MAN,FS,129412,729.70
PD499007,Boithuso,MAN,MAN,FS,127473,280.92
PD499008,Botshabelo,MAN,MAN,FS,91643,55.40
PD499009,Park Road,MAN,MAN,FS,66426,304.55
PD499010,Kopanong,MAN,MAN,FS,57948,11.60
PD499011,Mangaung,MAN,MAN,FS,44226,15.51
PD499012,Batho,MAN,MAN,FS,13766,2.30
PD499013,Heidedal,MAN,MAN,FS,20893,11.48
PD499014,Navalsig,MAN,MAN,FS,10413,249.68
PD499015,Selosesha,MAN,MAN,FS,79191,938.43
PD499016,Bainsvlei,MAN,MAN,FS,12456,1244.60
PD499017,Bayswater,MAN,MAN,FS,12465,158.66
PD499018,Soutpan,MAN,MAN,FS,4626,1075.54
PD742001,Vaal Marina,GT422,DC42,GP,1354,494.75
PD742002,Vereeniging,GT422,DC42,GP,70870,470.09
PD742003,Vanderbijlpark,GT421,DC42,GP,153288,139.32
PD742004,Sharpeville,GT421,DC42,GP,96872,18.32
PD742005,The Barrage,GT421,DC42,GP,9472,342.81
PD742006,Boipatong,GT421,DC42,GP,41760,12.76
PD742007,Ratanda,GT423,DC42,GP,79211,135.32
PD742008,Sebokeng,GT421,DC42,GP,231313,58.25
PD742009,Meyerton,GT422,DC42,GP,49025,271.66
PD742010,Evaton,GT421,DC42,GP,303721,44.03
PD742011,Heidelberg GP,GT422,DC42,GP,23195,584.84
PD742012,Orange Farms,GT421,DC42,GP,344130,263.37
PD742013,De Deur,GT422,DC42,GP,131148,264.57
PD742014,Kliprivier,GT422,DC42,GP,29336,349.36
PD742015,Nigel,GT423,DC42,GP,40050,393.09
PD742016,Devon,GT423,DC42,GP,17529,330.13
PD748001,Fochville,GT484,DC48,GP,64089,749.62
PD748002,Wedela,GT484,DC48,GP,24798,50.35
PD748003,Westonaria,GT485,DC48,GP,42077,468.97
PD748004,Khutsong,GT484,DC48,GP,70784,69.44
PD748005,Bekkersdal,GT485,DC48,GP,86218,144.36
PD748006,Carletonville,GT484,DC48,GP,65763,761.12
PD748007,Mohlakeng,GT485,DC48,GP,138517,87.86
PD748008,Randfontein,GT485,DC48,GP,63996,387.82
PD748009,Kagiso,GT481,DC48,GP,250726,69.93
PD748010,Tarlton,GT481,DC48,GP,22721,127.62
PD748011,Magaliesburg,GT481,DC48,GP,12057,257.47
PD748012,Krugersdorp,GT481,DC48,GP,114212,283.62
PD748013,Muldersdrift,GT481,DC48,GP,34257,202.79
PD748014,Hekpoort,GT481,DC48,GP,4244,402.13
PD797001,Zonkizizwe,EKU,EKU,GP,72653,51.47
PD797002,Edenpark,EKU,EKU,GP,218396,25.14
PD797003,Duduza,EKU,EKU,GP,113351,49.18
PD797004,Katlehong,EKU,EKU,GP,175795,23.76
PD797005,Vosloorus,EKU,EKU,GP,197246,28.42
PD797006,Tokoza,EKU,EKU,GP,117122,8.49
PD797007,Tsakane,EKU,EKU,GP,307951,54.39
PD797008,Dunnottar,EKU,EKU,GP,11070,49.87
PD797009,Katlehong North,EKU,EKU,GP,138770,14.24
PD797010,Brackendowns,EKU,EKU,GP,49644,43.57
PD797011,Dawn Park,EKU,EKU,GP,141917,52.96
PD797012,Kwa Thema,EKU,EKU,GP,130892,16.08
PD797013,Brakpan,EKU,EKU,GP,79098,169.21
PD797014,Alberton,EKU,EKU,GP,89972,49.31
PD797015,Elsburg,EKU,EKU,GP,56139,41.01
PD797016,Springs,EKU,EKU,GP,131838,385.46
PD797017,Boksburg,EKU,EKU,GP,62646,45.47
PD797018,Germiston,EKU,EKU,GP,74357,41.70
PD797019,Reigerpark,EKU,EKU,GP,79911,17.36
PD797020,Actonville,EKU,EKU,GP,73116,9.34
PD797021,Primrose,EKU,EKU,GP,84973,19.02
PD797022,Boksburg North,EKU,EKU,GP,35409,45.51
PD797023,Benoni,EKU,EKU,GP,112851,98.76
PD797024,Bedfordview,EKU,EKU,GP,48158,27.51
PD797025,Daveyton,EKU,EKU,GP,161315,15.05
PD797026,OR Tambo Intl Airport,EKU,EKU,GP,291,16.96
PD797027,Edenvale,EKU,EKU,GP,67703,22.59
PD797028,Etwatwa,EKU,EKU,GP,192131,26.67
PD797029,Crystalpark,EKU,EKU,GP,58732,67.74
PD797030,Kempton Park,EKU,EKU,GP,66629,98.58
PD797031,Putfontein,EKU,EKU,GP,94217,90.01
PD797032,Norkempark,EKU,EKU,GP,102021,34.95
PD797033,Tembisa South,EKU,EKU,GP,171458,8.95
PD797034,Tembisa,EKU,EKU,GP,314181,23.61
PD797035,Ivory Park,EKU,EKU,GP,426731,27.95
PD797036,Olifantsfontein,EKU,EKU,GP,36196,196.89
PD798001,Ennerdale,JHB,JHB,GP,186662,73.00
PD798002,Lenasia South,JHB,JHB,GP,147114,39.33
PD798003,Lenasia,JHB,JHB,GP,125262,44.82
PD798004,Eldorado Park,JHB,JHB,GP,128561,35.49
PD798005,Mondeor,JHB,JHB,GP,65175,115.40
PD798006,Kliptown,JHB,JHB,GP,88093,19.16
PD798007,Protea,JHB,JHB,GP,188170,39.09
PD798008,Moroka,JHB,JHB,GP,247551,23.19
PD798009,Naledi,JHB,JHB,GP,107389,7.30
PD798010,Diepkloof,JHB,JHB,GP,90093,16.48
PD798011,Moffatview,JHB,JHB,GP,35334,25.86
PD798012,Booysens,JHB,JHB,GP,70327,32.79
PD798013,Jabulani,JHB,JHB,GP,113980,9.60
PD798014,Orlando,JHB,JHB,GP,122868,16.88
PD798015,Doornkop,JHB,JHB,GP,115112,49.93
PD798016,Meadowlands,JHB,JHB,GP,168532,10.47
PD798017,Langlaagte,JHB,JHB,GP,21739,17.65
PD798018,Johannesburg Central,JHB,JHB,GP,37765,13.15
PD798019,Cleveland,JHB,JHB,GP,43979,24.20
PD798020,Dobsonville,JHB,JHB,GP,190892,27.03
PD798021,Jeppe,JHB,JHB,GP,52870,13.33
PD798022,Brixton,JHB,JHB,GP,23110,11.37
PD798023,Hillbrow,JHB,JHB,GP,152780,9.93
PD798024,Yeoville,JHB,JHB,GP,47891,5.63
PD798025,Florida,JHB,JHB,GP,78056,46.84
PD798026,Sophia Town,JHB,JHB,GP,70292,20.63
PD798027,Roodepoort,JHB,JHB,GP,218414,68.73
PD798028,Rosebank,JHB,JHB,GP,5825,5.92
PD798029,Parkview,JHB,JHB,GP,20353,18.45
PD798030,Norwood,JHB,JHB,GP,21239,24.07
PD798031,Fairland,JHB,JHB,GP,16845,12.47
PD798032,Linden,JHB,JHB,GP,47549,26.98
PD798033,Sandringham,JHB,JHB,GP,27003,22.72
PD798034,Bramley,JHB,JHB,GP,22666,23.61
PD798035,Alexandra,JHB,JHB,GP,190584,7.23
PD798036,Honeydew,JHB,JHB,GP,114243,92.32
PD798037,Sebenza,JHB,JHB,GP,18891,50.34
PD798038,Randburg,JHB,JHB,GP,20534,31.88
PD798039,Sandton,JHB,JHB,GP,53010,75.27
PD798040,Rabie Ridge,JHB,JHB,GP,181981,18.42
PD798041,Cosmo City,JHB,JHB,GP,111509,16.07
PD798042,Douglasdale,JHB,JHB,GP,76127,83.24
PD798043,Midrand,JHB,JHB,GP,87800,150.41
PD798044,Diepsloot,JHB,JHB,GP,192815,67.12
PD799001,Welbekend,TSH,TSH,GP,7286,499.01
PD799002,Olievenhoutbosch,TSH,TSH,GP,171409,76.00
PD799003,Lyttelton,TSH,TSH,GP,122340,152.79
PD799004,Erasmia,TSH,TSH,GP,25387,210.92
PD799005,Wierdabrug,TSH,TSH,GP,98572,74.88
PD799006,Boschkop,TSH,TSH,GP,97775,251.61
PD799007,Garsfontein,TSH,TSH,GP,107433,53.55
PD799008,Laudium,TSH,TSH,GP,52512,9.35
PD799009,Brooklyn,TSH,TSH,GP,47829,45.12
PD799010,Bronkhorstspruit,TSH,TSH,GP,78527,1430.12
PD799011,Pretoria Central,TSH,TSH,GP,59136,39.40
PD799012,Atteridgeville,TSH,TSH,GP,217532,80.07
PD799013,Sunnyside,TSH,TSH,GP,66845,19.59
PD799014,Pretoria West,TSH,TSH,GP,114606,45.85
PD799015,Silverton,TSH,TSH,GP,141380,55.36
PD799016,Pretoria Moot,TSH,TSH,GP,27540,11.90
PD799017,Mamelodi East,TSH,TSH,GP,405043,45.06
PD799018,Wonderboompoort,TSH,TSH,GP,16547,12.17
PD799019,Hercules,TSH,TSH,GP,59354,122.06
PD799020,Villieria,TSH,TSH,GP,34962,27.45
PD799021,Mamelodi,TSH,TSH,GP,117333,15.85
PD799022,Eersterust,TSH,TSH,GP,36956,7.72
PD799023,Ekangala,TSH,TSH,GP,74794,43.19
PD799024,Sinoville,TSH,TSH,GP,76475,95.77
PD799025,Akasia,TSH,TSH,GP,263468,153.80
PD799026,Kameeldrift,TSH,TSH,GP,19292,251.67
PD799027,Pretoria North,TSH,TSH,GP,57048,168.58
PD799028,Ga-Rankuwa,TSH,TSH,GP,175292,59.96
PD799029,Soshanguve,TSH,TSH,GP,213872,43.24
PD799030,Mabopane,TSH,TSH,GP,156524,42.74
PD799031,Cullinan,TSH,TSH,GP,52587,1328.84
PD799032,Loate,TSH,TSH,GP,185687,41.31
PD799033,Hammanskraal,TSH,TSH,GP,110299,589.57
PD799034,Rietgat,TSH,TSH,GP,271798,81.26
PD799035,Dube,TSH,TSH,GP,16879,66.41
PD799036,Temba,TSH,TSH,GP,260507,119.55
PD521001,Port Edward,KZN216,DC21,KZN,42835,202.08
PD521002,Margate,KZN216,DC21,KZN,64512,198.39
PD521003,Gamalakhe,KZN216,DC21,KZN,38881,21.80
PD521004,Ezinqoleni,KZN216,DC21,KZN,74684,432.34
PD521005,Paddock,KZN216,DC21,KZN,16176,301.79
PD521006,Port Shepstone,KZN216,DC21,KZN,91181,185.98
PD521007,Southport,KZN216,DC21,KZN,25207,127.05
PD521008,Harding,KZN214,DC21,KZN,112033,1062.75
PD521009,Mehlomnyama,KZN213,DC21,KZN,25587,261.14
PD521010,St Faiths,KZN213,DC21,KZN,18674,238.29
PD521011,Hibberdene,KZN213,DC21,KZN,69148,243.32
PD521012,Msinsini,KZN213,DC21,KZN,32095,444.11
PD521013,Umzinto,KZN212,DC21,KZN,59746,211.18
